AQI Category,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
Unhealthy for Sensitive Groups,3,4,12,144
Moderate,1,29,4,64
Moderate,1,27,1,58
Good,1,25,3,31
Unhealthy for Sensitive Groups,3,129,3,78
Moderate,2,17,7,72
Moderate,1,56,4,62
Moderate,2,28,2,70
Unhealthy,3,159,2,94
Moderate,3,8,11,95
Good,1,33,2,34
Moderate,2,29,2,68
Unhealthy for Sensitive Groups,4,44,7,124
Good,1,23,1,36
Moderate,1,63,1,70
Good,1,32,2,24
Good,1,33,1,33
Good,1,29,4,39
Moderate,1,40,0,61
Moderate,1,47,0,54
Unhealthy,1,46,0,174
Good,1,40,2,33
Moderate,2,36,1,89
Moderate,1,11,12,83
Good,0,38,0,20
Good,1,37,1,24
Good,1,28,4,34
Hazardous,1,49,1,323
Good,1,32,1,38
Moderate,1,45,1,53
Good,1,48,1,33
Moderate,1,44,0,64
Good,1,31,1,26
Good,0,32,1,26
Unhealthy,9,38,23,174
Good,1,33,2,35
Moderate,2,6,17,93
Good,1,7,1,25
Good,0,29,1,17
Moderate,1,20,7,56
Good,1,38,0,14
Good,1,18,0,31
Hazardous,1,55,1,500
Moderate,1,15,0,69
Good,1,5,3,36
Good,1,45,1,25
Good,1,30,8,47
Moderate,1,27,2,61
Good,1,26,4,46
Good,1,31,0,43
Good,0,16,0,26
Moderate,1,13,6,59
Good,1,21,8,44
Moderate,2,16,10,72
Good,1,17,0,32
Good,1,23,4,46
Good,1,35,1,29
Good,1,32,0,46
Moderate,2,9,7,64
Unhealthy for Sensitive Groups,4,4,36,125
Good,0,13,0,24
Good,1,22,5,50
Good,1,19,5,50
Hazardous,1,72,1,333
Good,2,21,0,48
Moderate,1,47,0,62
Good,0,16,0,30
Moderate,4,20,1,67
Good,1,14,2,42
Moderate,1,19,6,54
Moderate,1,28,1,52
Very Unhealthy,1,44,0,209
Hazardous,0,35,0,426
Unhealthy,1,41,0,152
Unhealthy,0,38,0,153
Moderate,1,51,1,44
Unhealthy for Sensitive Groups,2,47,1,108
Moderate,1,23,2,64
Unhealthy for Sensitive Groups,1,38,0,142
Hazardous,2,100,1,354
Moderate,2,43,6,78
Good,1,39,0,18
Moderate,2,40,10,73
Good,1,34,2,28
Moderate,1,53,1,23
Good,1,25,5,34
Moderate,1,45,4,57
Good,1,20,4,39
Good,0,27,3,47
Moderate,1,29,1,60
Moderate,3,14,1,64
Good,0,15,0,33
Good,1,32,0,9
Good,1,37,0,39
Good,0,32,1,18
Moderate,0,31,0,51
Unhealthy for Sensitive Groups,1,47,0,112
Moderate,1,55,0,42
Good,0,26,0,37
Good,1,33,0,43
Very Unhealthy,1,41,0,291
Moderate,1,48,3,52
Moderate,2,37,4,61
Unhealthy,1,33,0,192
Unhealthy,3,151,2,97
Moderate,1,47,3,58
Good,1,9,4,48
Good,1,39,4,42
Good,1,6,1,29
Good,0,26,1,41
Good,1,28,0,12
Good,1,14,1,43
Good,1,32,1,29
Moderate,1,35,4,52
Moderate,1,16,0,71
Good,0,17,0,3
Good,1,22,1,37
Unhealthy for Sensitive Groups,2,90,1,101
Moderate,1,27,4,55
Moderate,1,36,3,54
Moderate,3,0,7,88
Good,0,16,1,24
Moderate,1,39,1,76
Unhealthy,4,146,1,151
Moderate,0,26,0,61
Moderate,1,28,4,65
Good,1,35,0,16
Good,1,37,0,16
Good,2,23,5,43
Good,1,12,13,48
Moderate,1,24,4,71
Moderate,1,23,7,63
Good,0,27,0,10
Moderate,1,39,1,64
Good,1,24,3,28
Good,1,30,3,37
Moderate,2,23,6,53
Moderate,1,17,0,59
Moderate,1,27,0,53
Moderate,2,47,0,74
Good,1,27,5,50
Moderate,2,70,1,97
Unhealthy,1,44,0,171
Moderate,1,23,1,62
Unhealthy for Sensitive Groups,3,148,0,140
Moderate,2,17,0,67
Moderate,1,19,15,51
Good,0,14,0,15
Good,0,7,1,20
Moderate,0,22,0,69
Moderate,3,20,26,74
Good,1,34,0,28
Unhealthy for Sensitive Groups,1,19,4,103
Good,0,18,1,32
Moderate,2,49,7,62
Unhealthy,5,200,7,163
Moderate,1,45,1,94
Moderate,2,31,4,58
Unhealthy,1,31,5,151
Unhealthy,8,2,21,156
Good,0,14,0,13
Good,1,28,6,49
Moderate,1,22,6,51
Good,1,31,0,49
Unhealthy,3,159,1,79
Good,1,30,3,20
Good,1,35,1,40
Moderate,2,15,16,72
Moderate,1,35,0,51
Moderate,2,85,1,61
Good,1,26,0,37
Moderate,4,14,33,87
Unhealthy for Sensitive Groups,3,16,31,109
Moderate,1,35,4,56
Moderate,2,26,6,53
Moderate,1,38,2,69
Moderate,1,19,3,57
Moderate,1,33,1,62
Moderate,3,25,1,78
Moderate,2,7,8,90
Moderate,1,29,6,52
Good,0,30,0,26
Moderate,1,30,1,56
Good,0,32,1,17
Moderate,1,23,3,53
Moderate,1,43,2,57
Good,1,35,2,45
Moderate,2,35,13,67
Good,1,34,2,30
Moderate,1,25,6,54
Moderate,1,21,1,65
Moderate,2,28,16,70
Moderate,2,39,7,51
Unhealthy for Sensitive Groups,3,12,26,105
Moderate,1,36,4,59
Moderate,1,38,3,83
Good,0,33,1,9
Good,1,40,2,30
Moderate,2,19,3,84
Good,1,18,0,39
Good,0,16,1,20
Moderate,2,29,8,75
Good,1,30,7,32
Good,2,10,0,39
Unhealthy,3,107,2,154
Moderate,6,17,3,78
Good,0,32,2,16
Unhealthy for Sensitive Groups,2,52,1,125
Good,0,12,1,30
Moderate,1,12,2,52
Unhealthy for Sensitive Groups,2,144,5,149
Good,1,12,5,43
Unhealthy,8,0,23,176
Unhealthy for Sensitive Groups,1,44,0,117
Unhealthy,2,46,4,160
Unhealthy,4,78,6,165
Unhealthy,4,14,12,154
Good,1,42,0,26
Unhealthy for Sensitive Groups,2,29,1,107
Good,1,35,0,15
Good,1,23,0,35
Moderate,1,58,0,54
Moderate,1,15,0,51
Good,0,14,0,19
Moderate,2,13,16,88
Good,1,35,0,25
Unhealthy for Sensitive Groups,3,47,2,109
Good,1,21,0,43
Good,1,28,0,11
Moderate,1,49,0,81
Unhealthy,2,44,4,174
Moderate,1,38,2,53
Good,1,41,0,32
Unhealthy for Sensitive Groups,2,40,5,117
Good,1,48,0,19
Moderate,1,41,0,61
Good,1,39,0,43
Unhealthy for Sensitive Groups,1,35,2,128
Unhealthy,3,125,2,168
Moderate,1,70,0,44
Good,1,40,2,30
Good,1,25,0,45
Good,1,30,0,28
Unhealthy for Sensitive Groups,5,124,7,111
Moderate,1,28,1,66
Moderate,0,21,1,55
Good,0,35,0,8
Moderate,1,33,1,78
Good,1,48,0,29
Moderate,1,54,0,75
Moderate,1,27,0,55
Moderate,1,44,0,57
Moderate,1,62,0,84
Good,1,29,1,32
Moderate,1,39,0,63
Moderate,1,10,0,75
Very Unhealthy,15,8,52,264
Moderate,1,44,1,70
Moderate,1,41,1,56
Unhealthy,5,69,8,169
Moderate,1,45,1,73
Moderate,1,24,0,51
Good,1,32,1,50
Moderate,1,29,0,60
Good,1,17,0,35
Good,1,35,0,31
Unhealthy for Sensitive Groups,3,19,25,116
Good,1,45,0,28
Good,1,44,0,43
Unhealthy,4,18,44,150
Good,1,30,1,34
Moderate,1,21,1,67
Moderate,1,59,0,76
Unhealthy,3,2,28,154
Moderate,2,25,6,97
Very Unhealthy,1,38,5,218
Moderate,1,29,1,61
Good,1,13,2,27
Unhealthy,10,7,25,189
Unhealthy for Sensitive Groups,3,18,23,148
Moderate,1,21,3,61
Good,1,35,0,17
Moderate,1,46,0,53
Unhealthy for Sensitive Groups,4,43,6,141
Moderate,1,44,0,80
Moderate,2,16,3,71
Moderate,2,2,9,92
Good,1,26,9,36
Unhealthy,3,169,3,178
Good,1,28,3,17
Good,1,26,2,15
Unhealthy for Sensitive Groups,2,27,2,112
Good,1,36,0,15
Moderate,1,43,3,75
Moderate,1,40,1,68
Good,1,48,3,29
Good,1,35,1,35
Good,1,28,4,43
Good,1,33,2,15
Good,1,32,4,46
Moderate,1,36,2,69
Good,1,27,3,36
Good,0,36,0,16
Moderate,1,21,1,58
Good,1,21,0,46
Moderate,2,39,7,58
Good,1,25,5,47
Good,1,27,5,44
Unhealthy for Sensitive Groups,1,42,0,113
Good,1,35,1,50
Good,1,23,5,28
Good,1,15,10,50
Moderate,1,44,0,73
Good,1,29,4,46
Unhealthy for Sensitive Groups,1,25,0,109
Moderate,2,4,10,59
Good,1,41,1,17
Unhealthy for Sensitive Groups,2,23,5,109
Unhealthy for Sensitive Groups,3,9,10,137
Moderate,3,7,10,90
Good,1,19,0,11
Unhealthy for Sensitive Groups,2,23,3,105
Unhealthy for Sensitive Groups,1,52,1,108
Moderate,1,29,2,72
Unhealthy,3,146,1,150
Very Unhealthy,1,48,0,226
Moderate,2,27,13,57
Moderate,1,14,0,70
Good,0,35,1,20
Unhealthy,2,107,0,180
Moderate,0,21,0,65
Good,1,30,2,21
Unhealthy,2,13,4,154
Good,1,43,0,42
Good,1,49,3,43
Unhealthy,3,110,2,171
Moderate,1,25,1,52
Unhealthy,2,30,5,151
Good,1,43,0,25
Moderate,1,48,0,53
Good,1,23,0,24
Good,1,43,2,23
Good,0,24,0,49
Unhealthy,2,0,23,154
Moderate,1,62,0,60
Good,1,44,0,32
Moderate,2,10,16,95
Hazardous,27,0,91,415
Moderate,1,59,0,96
Good,1,28,2,13
Good,1,47,0,29
Unhealthy for Sensitive Groups,3,6,19,112
Moderate,1,56,0,69
Moderate,2,41,6,82
Moderate,1,15,0,54
Unhealthy,1,35,4,180
Unhealthy for Sensitive Groups,4,89,14,123
Good,1,31,0,39
Good,0,13,0,22
Good,1,43,0,24
Moderate,1,34,0,74
Good,1,20,1,41
Moderate,1,44,1,51
Moderate,1,49,1,60
Moderate,1,32,5,57
Good,1,35,1,41
Good,1,42,2,50
Moderate,1,86,1,19
Moderate,1,29,0,53
Unhealthy,8,10,17,176
Good,1,41,3,24
Good,1,29,8,48
Good,1,34,5,36
Moderate,1,38,3,89
Moderate,1,45,4,58
Good,0,36,0,27
Good,1,42,1,31
Moderate,3,5,24,87
Unhealthy,4,168,1,165
Good,1,15,0,28
Moderate,2,50,1,82
Moderate,1,12,10,74
Moderate,1,45,3,62
Good,1,31,0,20
Good,1,28,1,27
Moderate,1,44,2,64
Moderate,1,30,1,59
Moderate,1,11,2,80
Good,1,43,1,50
Moderate,2,13,5,68
Moderate,1,22,0,64
Good,1,32,3,19
Moderate,2,32,6,74
Good,1,32,1,15
Good,1,18,0,25
Moderate,1,41,2,69
Moderate,0,22,0,55
Moderate,2,26,13,55
Moderate,0,24,0,69
Moderate,1,55,1,40
Moderate,1,35,3,87
Moderate,2,23,0,60
Good,0,21,0,20
Unhealthy,1,74,0,151
Good,0,20,0,19
Good,1,40,1,43
Unhealthy,4,142,1,154
Moderate,1,17,3,85
Unhealthy,3,151,1,162
Good,0,23,0,17
Moderate,1,43,2,78
Moderate,1,50,4,61
Good,0,32,1,20
Good,1,31,3,47
Moderate,1,27,7,63
Unhealthy for Sensitive Groups,2,60,1,121
Good,0,28,0,19
Moderate,1,30,0,56
Moderate,0,21,0,68
Moderate,2,38,5,56
Unhealthy,11,18,8,166
Moderate,1,56,1,50
Moderate,1,46,3,60
Moderate,1,25,4,62
Moderate,1,16,10,54
Good,1,33,1,46
Good,1,27,4,36
Unhealthy,0,36,0,157
Moderate,1,26,1,58
Good,1,3,0,34
Good,1,30,0,27
Moderate,1,31,3,76
Good,1,28,0,49
Good,1,23,0,17
Moderate,2,26,11,52
Unhealthy,7,34,4,161
Good,1,31,2,20
Good,1,40,1,24
Unhealthy,6,38,4,165
Moderate,2,30,9,58
Good,0,38,0,20
Moderate,1,34,1,67
Good,1,36,0,27
Moderate,3,5,24,98
Good,1,28,2,31
Very Unhealthy,4,111,5,235
Good,0,5,1,24
Unhealthy,6,0,9,156
Moderate,1,12,13,63
Good,1,36,2,23
Good,1,35,0,25
Good,1,30,11,38
Moderate,1,3,5,60
Good,1,15,8,44
Moderate,1,54,0,31
Moderate,2,18,15,70
Moderate,2,18,13,69
Moderate,2,15,18,73
Good,0,27,2,20
Moderate,2,3,6,70
Moderate,1,15,8,75
Good,1,30,1,29
Unhealthy,1,33,0,160
Good,1,24,3,40
Good,0,30,1,21
Good,1,40,0,25
Good,1,12,1,34
Moderate,1,44,0,60
Good,1,28,2,31
Very Unhealthy,2,95,2,201
Good,2,7,0,47
Good,1,28,2,27
Moderate,1,35,2,59
Good,1,36,4,43
Moderate,1,40,4,53
Moderate,1,31,6,51
Moderate,1,45,1,64
Moderate,1,35,3,64
Good,0,28,2,34
Good,1,21,0,18
Unhealthy,6,0,15,164
Unhealthy for Sensitive Groups,1,27,1,120
Good,0,14,0,15
Good,1,33,2,46
Good,1,33,1,19
Moderate,1,7,4,53
Good,0,18,2,43
Good,1,8,2,28
Moderate,1,13,3,59
Good,1,32,0,47
Good,0,35,1,27
Good,0,19,0,30
Good,1,19,4,23
Good,1,33,4,50
Moderate,2,39,8,60
Moderate,1,29,9,56
Good,1,23,4,50
Moderate,1,26,2,60
Moderate,1,31,2,63
Good,1,45,0,20
Moderate,1,44,0,81
Good,1,31,0,44
Unhealthy for Sensitive Groups,1,36,0,134
Unhealthy,3,88,1,154
Unhealthy for Sensitive Groups,3,38,13,103
Moderate,1,43,0,66
Hazardous,3,61,9,437
Moderate,3,14,2,83
Good,1,33,5,40
Good,1,24,2,37
Moderate,1,27,0,93
Unhealthy for Sensitive Groups,0,31,0,139
Good,0,16,2,14
Good,1,27,0,32
Moderate,2,15,1,57
Good,1,39,0,24
Good,0,24,0,17
Good,1,27,3,45
Moderate,1,25,1,60
Moderate,1,42,2,52
Good,1,23,6,26
Good,1,25,2,31
Moderate,0,25,0,66
Good,1,25,4,50
Moderate,2,70,1,99
Good,1,35,0,29
Moderate,1,17,4,66
Good,1,11,3,46
Very Unhealthy,3,10,15,204
Good,1,4,4,50
Moderate,2,3,7,52
Unhealthy,4,154,2,126
Good,1,40,2,42
Moderate,1,27,2,55
Moderate,1,23,0,95
Good,1,35,0,26
Good,1,25,3,29
Good,1,24,3,33
Good,1,24,3,35
Good,1,23,4,39
Unhealthy,1,140,3,152
Unhealthy for Sensitive Groups,3,137,1,96
Moderate,2,28,11,66
Moderate,1,30,0,75
Moderate,1,6,13,53
Good,1,25,3,34
Moderate,1,44,1,71
Moderate,1,32,3,59
Moderate,2,27,5,64
Moderate,1,47,0,64
Moderate,2,76,0,82
Unhealthy,8,15,6,170
Good,1,26,3,28
Good,0,30,1,28
Good,1,48,1,30
Good,1,24,8,12
Good,0,29,1,28
Good,1,49,2,32
Good,1,14,11,29
Good,1,25,2,34
Good,1,38,0,18
Unhealthy,2,36,2,157
Moderate,2,7,0,58
Good,1,26,2,34
Good,1,46,1,37
Moderate,1,44,0,62
Moderate,2,30,12,65
Moderate,1,17,3,56
Moderate,2,16,13,72
Moderate,1,26,2,58
Moderate,1,42,0,72
Good,0,19,0,29
Unhealthy for Sensitive Groups,1,24,0,121
Good,1,25,3,23
Unhealthy,0,19,0,160
Unhealthy,7,70,18,190
Good,0,15,0,38
Unhealthy,9,6,21,186
Moderate,2,12,2,57
Moderate,1,18,2,54
Good,0,13,6,22
Unhealthy for Sensitive Groups,3,32,7,109
Moderate,3,8,5,82
Unhealthy,2,40,2,153
Moderate,1,29,0,53
Unhealthy,11,6,30,198
Very Unhealthy,11,3,27,210
Unhealthy for Sensitive Groups,1,29,1,108
Moderate,1,26,1,63
Moderate,1,28,0,76
Good,0,17,0,24
Moderate,1,52,0,60
Moderate,2,40,0,91
Unhealthy,2,47,2,151
Moderate,1,23,4,59
Moderate,1,48,0,57
Good,1,27,1,29
Good,1,50,0,44
Good,1,21,0,41
Good,1,26,1,39
Good,1,47,1,30
Moderate,1,46,3,53
Good,1,39,0,39
Good,1,37,0,31
Unhealthy,1,24,2,157
Good,1,32,3,44
Good,1,31,1,28
Moderate,1,24,0,60
Good,1,41,0,7
Moderate,1,53,0,54
Moderate,1,38,0,54
Good,1,41,0,29
Moderate,1,40,3,52
Moderate,1,39,2,55
Moderate,1,17,0,70
Good,1,16,3,43
Good,1,23,0,33
Good,1,9,0,35
Good,1,34,0,14
Moderate,1,48,0,56
Unhealthy,1,18,1,150
Moderate,1,45,0,72
Moderate,1,42,1,55
Moderate,1,59,0,84
Very Unhealthy,12,2,28,201
Unhealthy,8,44,24,162
Good,1,34,0,19
Good,1,40,0,31
Unhealthy,5,23,10,151
Moderate,1,60,0,68
Good,1,39,0,22
Good,0,14,0,19
Moderate,0,24,0,73
Good,1,38,2,45
Moderate,1,45,1,74
Good,1,37,1,41
Moderate,1,58,0,68
Moderate,1,46,0,56
Good,1,19,0,30
Moderate,1,47,0,51
Moderate,1,56,0,23
Unhealthy,5,48,12,170
Moderate,1,27,5,75
Good,0,16,0,26
Moderate,1,48,0,54
Moderate,1,43,2,72
Good,0,18,0,20
Good,0,19,0,18
Good,1,34,2,50
Good,1,16,0,45
Unhealthy for Sensitive Groups,3,16,1,118
Good,0,24,0,29
Very Unhealthy,2,38,3,279
Good,1,26,0,27
Good,1,21,0,42
Good,1,32,3,48
Moderate,1,40,0,57
Good,0,23,0,20
Good,1,19,1,32
Good,0,21,0,27
Moderate,1,87,1,30
Moderate,1,43,1,74
Good,0,20,0,24
Unhealthy for Sensitive Groups,1,38,0,112
Moderate,1,9,3,57
Good,0,18,0,30
Good,1,37,2,44
Good,1,49,0,45
Moderate,2,27,4,74
Moderate,1,65,0,92
Unhealthy,3,19,10,159
Good,1,43,0,16
Moderate,1,42,1,54
Good,1,45,0,35
Moderate,2,13,2,67
Moderate,1,31,1,64
Moderate,1,22,0,56
Moderate,1,49,0,55
Unhealthy,4,78,5,170
Good,1,32,2,37
Good,1,29,0,8
Unhealthy,5,22,34,167
Good,1,19,0,45
Moderate,2,25,0,95
Good,1,48,1,40
Good,1,47,2,50
Moderate,1,38,2,51
Unhealthy,1,134,1,164
Good,1,30,0,15
Moderate,2,36,0,73
Unhealthy,1,39,2,151
Good,0,41,0,26
Good,0,25,0,19
Unhealthy,3,22,11,162
Moderate,1,20,0,58
Unhealthy for Sensitive Groups,0,45,0,106
Moderate,1,27,0,89
Moderate,2,19,23,89
Good,1,41,0,18
Moderate,1,64,0,89
Good,1,46,0,46
Good,1,44,0,22
Moderate,1,60,0,57
Unhealthy,5,51,8,182
Good,0,46,0,37
Moderate,1,64,0,65
Good,1,23,0,41
Good,1,33,1,40
Good,1,48,0,27
Good,0,25,0,20
Good,0,25,1,44
Good,0,37,0,32
Good,1,37,0,29
Moderate,2,19,4,88
Moderate,1,28,1,58
Good,1,42,0,23
Unhealthy,3,25,16,150
Good,0,21,0,22
Good,1,50,1,38
Moderate,1,51,0,59
Moderate,1,43,4,87
Moderate,1,51,0,65
Good,0,22,0,14
Good,1,22,1,46
Good,1,23,0,37
Moderate,1,29,0,52
Moderate,1,31,9,73
Good,1,37,0,35
Moderate,1,20,0,61
Moderate,1,46,1,59
Unhealthy,10,8,22,179
Moderate,1,47,0,53
Moderate,1,53,0,64
Moderate,1,54,0,58
Good,1,44,0,23
Good,1,49,0,50
Good,1,10,0,14
Good,0,31,0,6
Moderate,1,28,8,53
Moderate,1,34,0,70
Good,1,2,0,28
Good,1,24,4,35
Unhealthy for Sensitive Groups,4,92,4,118
Moderate,1,32,0,62
Good,1,36,3,27
Unhealthy for Sensitive Groups,3,0,8,106
Unhealthy for Sensitive Groups,3,0,7,131
Moderate,1,60,1,70
Moderate,4,3,29,81
Good,1,33,0,24
Unhealthy,1,41,0,156
Good,0,26,0,47
Unhealthy,1,38,1,150
Good,1,48,2,42
Moderate,1,31,5,54
Moderate,1,49,0,62
Good,1,35,1,26
Moderate,1,36,0,72
Good,1,11,0,32
Good,1,45,1,27
Good,1,14,10,37
Moderate,2,25,11,53
Moderate,2,25,12,67
Good,0,29,0,30
Unhealthy,1,44,1,196
Good,1,24,2,39
Good,1,23,3,24
Good,1,28,11,50
Moderate,1,17,6,60
Unhealthy for Sensitive Groups,0,25,0,100
Moderate,1,28,4,68
Good,1,23,3,35
Good,1,13,8,36
Unhealthy,5,4,29,157
Good,0,36,1,28
Good,1,43,0,30
Moderate,1,69,2,30
Good,1,23,0,40
Moderate,1,43,2,56
Good,1,24,5,36
Good,1,27,3,40
Good,1,27,1,50
Good,0,33,1,20
Good,1,25,2,26
Good,1,37,0,29
Good,1,43,1,41
Good,1,25,1,21
Moderate,1,44,0,55
Moderate,1,23,0,53
Unhealthy,3,180,2,167
Good,1,6,3,41
Moderate,1,37,0,71
Good,0,18,1,35
Moderate,3,7,11,90
Good,1,38,2,28
Good,0,22,0,48
Unhealthy,1,67,0,171
Good,1,29,2,26
Good,1,23,0,32
Good,1,33,0,20
Unhealthy,2,41,1,152
Good,0,17,0,31
Good,1,34,4,42
Moderate,1,35,1,74
Moderate,2,5,1,53
Moderate,1,22,3,56
Good,1,32,0,6
Moderate,1,24,0,57
Moderate,1,30,0,58
Moderate,1,10,5,64
Hazardous,2,61,2,500
Moderate,1,23,0,58
Good,1,36,0,27
Good,1,14,8,50
Unhealthy,1,48,0,199
Unhealthy,1,83,1,185
Good,0,22,0,28
Moderate,1,23,16,63
Moderate,1,28,15,65
Good,2,9,1,43
Good,0,9,1,21
Moderate,1,36,1,82
Good,1,7,3,30
Good,1,22,5,40
Good,1,12,0,9
Unhealthy for Sensitive Groups,4,3,8,131
Moderate,1,55,1,39
Good,1,9,12,47
Good,0,20,0,21
Good,1,30,1,22
Good,0,18,0,32
Moderate,1,43,0,57
Good,1,27,4,23
Moderate,1,39,1,55
Good,1,26,3,50
Good,1,14,1,39
Good,1,28,1,32
Moderate,2,17,3,84
Moderate,2,4,6,68
Moderate,1,34,1,58
Good,0,16,0,19
Unhealthy for Sensitive Groups,0,24,0,121
Moderate,1,45,0,64
Moderate,1,48,0,73
Good,0,32,1,22
Good,1,2,0,39
Good,1,42,1,20
Good,0,32,1,26
Moderate,0,32,1,59
Unhealthy for Sensitive Groups,4,0,8,125
Unhealthy,2,124,1,181
Very Unhealthy,3,166,1,279
Good,0,23,0,10
Good,0,35,0,17
Good,1,35,1,24
Good,1,19,8,43
Unhealthy for Sensitive Groups,1,37,0,120
Moderate,0,24,0,82
Good,1,41,0,26
Moderate,2,3,6,85
Unhealthy for Sensitive Groups,4,20,3,101
Good,1,30,3,27
Good,1,31,0,33
Moderate,0,33,0,69
Unhealthy for Sensitive Groups,0,31,0,108
Moderate,1,5,0,62
Good,1,48,2,36
Good,0,9,1,16
Moderate,1,30,5,54
Moderate,1,27,4,78
Good,1,45,0,18
Moderate,1,27,1,62
Moderate,1,26,10,58
Good,1,19,7,43
Good,1,25,3,33
Moderate,1,28,0,57
Moderate,2,8,17,61
Good,0,15,0,26
Good,1,41,0,42
Moderate,0,21,0,86
Moderate,1,62,1,28
Moderate,1,24,1,74
Good,1,49,0,39
Moderate,1,29,2,79
Moderate,2,12,16,92
Good,1,31,0,31
Good,0,32,0,28
Moderate,1,35,0,64
Hazardous,1,38,0,500
Moderate,1,31,2,63
Moderate,1,34,2,58
Good,0,33,0,38
Good,1,36,0,28
Moderate,1,26,12,51
Good,1,33,5,44
Good,0,28,1,29
Good,1,34,0,45
Moderate,3,4,1,74
Good,1,10,9,38
Good,1,15,9,41
Moderate,1,39,3,54
Moderate,1,26,10,59
Moderate,1,30,11,64
Good,1,31,1,8
Good,1,22,4,32
Moderate,1,37,1,71
Moderate,1,46,0,57
Moderate,1,34,0,54
Good,1,18,1,31
Good,1,30,9,45
Moderate,2,9,22,77
Good,0,29,1,22
Good,1,35,5,45
Hazardous,1,75,2,433
Unhealthy,2,159,2,78
Moderate,2,11,4,75
Moderate,1,26,2,52
Moderate,1,27,7,67
Good,1,31,1,21
Good,1,37,1,44
Moderate,1,24,5,52
Moderate,1,36,0,62
Moderate,3,18,17,75
Good,0,24,0,21
Moderate,0,25,0,55
Good,1,27,10,47
Good,1,33,1,27
Good,1,36,2,46
Good,1,30,5,24
Good,1,29,4,41
Good,1,21,4,44
Unhealthy,1,47,2,150
Moderate,1,34,3,70
Moderate,2,22,0,66
Unhealthy for Sensitive Groups,1,55,0,132
Good,0,22,0,27
Moderate,0,25,0,84
Good,1,32,0,13
Moderate,1,53,3,70
Good,0,22,0,39
Unhealthy,1,74,1,181
Good,1,29,2,18
Moderate,1,24,3,72
Good,1,15,1,40
Moderate,1,39,0,68
Good,0,23,1,25
Moderate,2,28,2,88
Moderate,3,23,17,71
Good,1,44,0,16
Unhealthy,0,29,0,151
Good,1,43,1,16
Moderate,1,23,4,51
Moderate,1,22,1,65
Moderate,3,1,9,98
Moderate,2,13,4,61
Moderate,2,26,0,69
Good,2,40,4,41
Good,1,13,1,31
Good,0,14,0,24
Moderate,3,0,9,84
Good,0,21,0,19
Moderate,1,19,6,62
Moderate,1,26,3,73
Moderate,0,30,2,51
Moderate,2,19,0,63
Unhealthy for Sensitive Groups,2,30,9,106
Good,1,15,0,39
Unhealthy,4,188,1,182
Good,1,39,0,43
Moderate,1,30,1,61
Good,1,23,0,33
Moderate,2,18,19,57
Moderate,0,31,2,51
Good,1,17,4,33
Good,0,34,1,15
Unhealthy,4,167,1,168
Good,0,33,0,30
Unhealthy for Sensitive Groups,2,45,1,100
Unhealthy,3,156,2,154
Moderate,1,36,0,61
Unhealthy for Sensitive Groups,1,59,0,114
Unhealthy,5,107,6,178
Unhealthy,5,177,1,179
Unhealthy,1,42,0,173
Moderate,2,4,5,59
Unhealthy,4,130,3,160
Unhealthy,4,139,1,167
Good,1,23,3,34
Good,0,33,1,32
Unhealthy,1,33,0,151
Unhealthy,6,89,6,176
Moderate,1,42,2,63
Good,1,11,2,45
Moderate,1,23,1,65
Moderate,2,17,4,56
Moderate,1,33,2,54
Good,1,30,0,38
Moderate,1,37,1,81
Good,1,9,2,47
Moderate,2,15,1,62
Moderate,1,39,1,64
Very Unhealthy,16,10,16,236
Good,1,25,4,31
Moderate,1,41,0,52
Good,0,15,1,27
Moderate,1,27,3,51
Moderate,2,31,6,96
Moderate,1,28,3,66
Good,0,16,0,36
Good,1,37,0,12
Good,0,13,0,7
Good,0,32,0,10
Unhealthy,1,54,0,183
Good,1,40,0,25
Good,1,35,2,43
Good,0,23,1,26
Moderate,2,10,9,76
Unhealthy for Sensitive Groups,3,11,9,102
Moderate,2,10,9,80
Good,1,27,2,23
Good,1,10,1,33
Good,1,24,2,22
Good,2,12,0,42
Moderate,1,11,3,54
Moderate,1,14,3,51
Moderate,1,37,3,78
Moderate,1,24,4,74
Unhealthy for Sensitive Groups,1,34,5,111
Good,0,15,0,30
Moderate,1,38,3,82
Moderate,1,26,0,80
Good,1,14,11,42
Moderate,1,37,0,59
Good,0,31,2,34
Moderate,2,4,3,71
Unhealthy,3,170,1,120
Moderate,1,23,0,64
Good,1,45,1,26
Good,1,44,1,19
Good,1,35,0,46
Unhealthy,4,4,18,150
Moderate,1,30,0,76
Unhealthy for Sensitive Groups,4,111,5,134
Moderate,2,47,0,90
Moderate,1,45,1,60
Good,1,24,3,30
Moderate,1,34,3,52
Unhealthy,1,27,0,152
Moderate,1,37,6,57
Good,1,11,2,28
Moderate,1,12,1,54
Moderate,2,4,6,67
Moderate,1,12,20,52
Moderate,1,10,20,73
Very Unhealthy,4,0,15,224
Good,1,16,0,22
Moderate,1,20,4,60
Moderate,1,17,6,71
Good,1,43,0,25
Good,1,30,2,26
Moderate,2,20,17,59
Good,0,17,0,24
Good,1,27,0,40
Moderate,1,32,0,59
Moderate,1,40,0,77
Moderate,2,0,6,58
Moderate,1,20,15,60
Moderate,2,36,10,52
Good,1,14,0,29
Good,1,29,2,31
Good,1,44,0,30
Good,1,16,2,47
Good,0,18,0,46
